/* DATA DESCRIPTION:
Citation:	Fischer, Philipp; Happel, Lea; Brand, Markus; Eickelmann, Laura; Lienkämper, Miriam; Bussmann, Ingeborg; Anselm, Norbert; Brix, Holger (2022): Hydrographical time series data of Helgoland, Southern North Sea, 2021 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.950173
Abstract:	The dataset contains temperature, salinity, oxygen saturation, chlorophyll a and turbidity data from the Helgoland MarGate underwater observatory from the year 2021 in a temporal resolution of 1 hour. The cabled observatory is located in 10m water depth and comprises single or multiple sensors for a specific parameter (see https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology/main-research-focus/cosyna/underwater-node-helgoland.html). For a detailed description of the data see associated metadatafile metadata_heluwobs_2021_hydrography.pdf
Keyword(s):	ACROSS; Alfred-Wegener-Institute; Helmholtz-Centre-Geestacht; in-situ observations; MarGate underwater experimental area; MOSES; Observatory; Scientific diving
Related to:	Baschek, Burkard; Schroeder, Friedhelm; Brix, Holger; Riethmüller, Rolf; Badewien, Thomas H; Breitbach, Gisbert; Brügge, Bernd; Colijn, Franciscus; Doerffer, Roland; Eschenbach, Christiane; Friedrich, Jana; Fischer, Philipp; Garthe, Stefan; Horstmann, Jochen; Krasemann, Hansjörg; Metfies, Katja; Merckelbach, Lucas; Ohle, Nino; Petersen, Wilhelm; Pröfrock, Daniel; Röttgers, Rüdiger; Schlüter, Michael; Schulz, Jan; Schulz-Stellenfleth, Johannes; Stanev, Emil V; Staneva, Joanna; Winter, Christian; Wirtz, Kai W; Wollschläger, Jochen; Zielinski, Oliver; Ziemer, Friedwart (2017): The Coastal Observing System for Northern and Arctic Seas (COSYNA). Ocean Science, 13(3), 379-410, https://doi.org/10.5194/os-13-379-2017
	Buck, Justin James Henry; Bainbridge, Scott J; Burger, Eugene F; Kraberg, Alexandra Claudia; Casari, Matthew; Casey, Kenneth S; Darroch, Louise; Del Rio, Joaquin; Metfies, Katja; Delory, Eric; Fischer, Philipp; Gardner, Thomas; Heffernan, Ryan; Jirka, Simon; Kokkinaki, Alexandra; Loebl, Martina; Buttigieg, Pier Luigi; Pearlman, Jay S; Schewe, Ingo (2019): Ocean Data Product Integration Through Innovation-The Next Level of Data Interoperability. Frontiers in Marine Science, 6, 82-92, https://doi.org/10.3389/fmars.2019.00032
	Fischer, Philipp (2020): Intelligent Sensor Technology: A 'Must-Have' for Next-Century Marine Science. In: Kirchner F., Straube S., Kühn D., Hoyer N. (eds) AI Technology for Underwater Robots. Intelligent Systems, Control and Automation: Science and Engineering, 96, https://doi.org/10.1007/978-3-030-30683-0_2
	Fischer, Philipp; Brix, Holger; Baschek, Burkard; Kraberg, Alexandra Claudia; Brand, Markus; Cisewski, Boris; Riethmüller, Rolf; Breitbach, Gisbert; Möller, Klas Ove; Gattuso, Jean-Pierre; Alliouane, Samir; van De Poll, Willem H; Witbaard, Rob (2020): Operating Cabled Underwater Observatories in Rough Shelf-Sea Environments: A Technological Challenge. Frontiers in Marine Science, 7, https://doi.org/10.3389/fmars.2020.00551
	Fischer, Philipp; Dietrich, Peter; Achterberg, Eric Pieter; Anselm, Norbert; Brix, Holger; Bussmann, Ingeborg; Eickelmann, Laura; Flöser, Götz; Friedrich, Madlen; Rust, Hendrik; Schütze, Claudia; Koedel, Uta (2021): Effects of Measuring Devices and Sampling Strategies on the Interpretation of Monitoring Data for Long-Term Trend Analysis. Frontiers in Marine Science, 8, https://doi.org/10.3389/fmars.2021.770977
	Fischer, Philipp; Gramelsberger, Gabriele; Hoffmann, Christoph; Hoffmann, Hans; Rheinberger, Hans-Jörg; Rickli, Hannes (2020): Natures of Data. Zürich, Diaphanes, 168, hdl:10013/epic.06e24ad7-b885-4ff6-8dd7-99c0cda25804
	Fischer, Philipp; Schwanitz, Max; Loth, Reiner; Posner, Uwe; Brand, Markus; Schroeder, Friedhelm (2017): First year of practical experiences of the new Arctic AWIPEV-COSYNA cabled Underwater Observatory in Kongsfjorden, Spitsbergen. Ocean Science, 13(2), 259-272, https://doi.org/10.5194/os-13-259-2017
	Weber, Ute; Attinger, Sabine; Baschek, Burkard; Boike, Julia; Borchardt, Dietrich; Brix, Holger; Brüggemann, Nicolas; Bussmann, Ingeborg; Dietrich, Peter; Fischer, Philipp; Greinert, Jens; Hajnsek, Irena; Kamjunke, Norbert; Kerschke, Dorit; Kiendler-Scharr, Astrid; Körtzinger, Arne; Kottmeier, Christoph; Merz, Bruno; Merz, Ralf; Riese, Martin; Schloter, Michael; Schmid, HaPe; Schnitzler, Jörg-Peter; Sachs, Torsten; Schütze, Claudia; Tillmann, Ralf; Vereecken, Harry; Wieser, Andreas; Teutsch, Georg (2022): MOSES: A Novel Observation System to Monitor Dynamic Events across Earth Compartments. Bulletin of the American Meteorological Society, 103(2), E339-E348, https://doi.org/10.1175/bams-d-20-0158.1
Further details:	Metadata for the Helgoland underwater observatory, 2021 (URI: https://download.pangaea.de/reference/115933/attachments/metadata_heluwobs_2021_hydrography.pdf)
	Time series plot for the Helgoland underwater observatory, 2021: Chlorophyll a (URI: https://download.pangaea.de/reference/115934/attachments/NRT_Pangaea_heluwobs_Yes_Chlorophylla.pdf)
	Time series plot for the Helgoland underwater observatory, 2021: Oxygen saturation (URI: https://download.pangaea.de/reference/115935/attachments/NRT_Pangaea_heluwobs_Yes_Oxygensaturation.pdf)
	Time series plot for the Helgoland underwater observatory, 2021: Salinity (URI: https://download.pangaea.de/reference/115936/attachments/NRT_Pangaea_heluwobs_Yes_Salinity.pdf)
	Time series plot for the Helgoland underwater observatory, 2021: Temperature (URI: https://download.pangaea.de/reference/115937/attachments/NRT_Pangaea_heluwobs_Yes_Temperature_water.pdf)
	Time series plot for the Helgoland underwater observatory, 2021: Turbidity (URI: https://download.pangaea.de/reference/115938/attachments/NRT_Pangaea_heluwobs_Yes_Turbidity.pdf)
Project(s):	Advanced Remote Sensing – Ground-Truth Demo and Test Facilities (ACROSS)
	Coastal Observing System for Northern and Arctic Seas (COSYNA) (URI: https://www.hereon.de/institutes/carbon_cycles/cosyna/)
	Helmholtz-Zentrum Geesthacht, Institute of Coastal Research (HZG) (URI: https://www.hereon.de/)
	MarGate (MarGate) (URI: https://www.awi.de/en/science/special-groups/scientific-diving/margate.html)
	Modular Observation Solutions for Earth Systems (MOSES) (URI: https://www.ufz.de/moses/)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
	Towards a joint European research infrastructure network for coastal observatories (JERICO) (URI: https://www.jerico-ri.eu/)
Funding:	Seventh Framework Programme (FP7), grant/award no. 262584: Towards a joint European research infrastructure network for coastal observatories (URI: https://cordis.europa.eu/project/id/262584)
Coverage:	LATITUDE: 54.183300 * LONGITUDE: 7.866700
	DATE/TIME START: 2021-01-01T00:00:00 * DATE/TIME END: 2021-12-31T23:00:00
	MINIMUM ELEVATION: -10.0 m * MAXIMUM ELEVATION: -10.0 m
Event(s):	MarGate (Helgoland-UWO) * LATITUDE: 54.183300 * LONGITUDE: 7.866700 * ELEVATION: -10.0 m * LOCATION: Helgoland, North Sea * METHOD/DEVICE: Observation (OBSE)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html)
	Temperature, water [°C] (Temp) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory
	Temperature, water, confidence value [±] (Temp conf) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory * COMMENT: 90% confidence value
	Salinity (Sal) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory * COMMENT: PSU
	Salinity, confidence value [±] (Sal conf) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory * COMMENT: 90% confidence value
	Chlorophyll a [µg/l] (Chl a) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory
	Chlorophyll a, confidence value [±] (Chl a conf) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory * COMMENT: 90% confidence value
	Oxygen saturation [%] (O2 sat) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory
	Oxygen saturation, confidence value [±] (O2 sat conf) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory * COMMENT: 90% confidence value
	Turbidity (Formazin Turbidity Unit) [FTU] (Turbidity) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory
	Turbidity, confidence value [±] (Turbidity conf) * PI: Fischer, Philipp (https://orcid.org/0000-0002-3357-5420, philipp.fischer@awi.de, https://www.awi.de/en/science/special-groups/scientific-diving.html) * METHOD/DEVICE: See further details: Metadata for the Helgoland underwater observatory * COMMENT: 90% confidence value
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 3 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_3)
Size:	68608 data points
*/
Date/Time	Temp [°C]	Temp conf [±]	Sal	Sal conf [±]	Chl a [µg/l]	Chl a conf [±]	O2 sat [%]	O2 sat conf [±]	Turbidity [FTU]	Turbidity conf [±]
2021-01-01T00:00:00	8.119	0.004	33.695	0.003	0.571	0.042	91.249	0.184	3.216	0.183
2021-01-01T01:00:00	8.059	0.004	33.660	0.002	0.562	0.050	91.310	0.222	3.426	0.162
2021-01-01T02:00:00	8.067	0.005	33.601	0.002	0.576	0.049	91.406	0.196	3.563	0.173
2021-01-01T03:00:00	8.054	0.006	33.633	0.002	0.605	0.059	91.220	0.203	3.024	0.139
2021-01-01T04:00:00	7.987	0.004	33.645	0.002	0.551	0.059	90.773	0.169	2.947	0.176
2021-01-01T05:00:00	7.991	0.004	33.652	0.002	0.540	0.047	90.595	0.170	2.922	0.139
2021-01-01T06:00:00	8.072	0.004	33.642	0.002	0.551	0.058	91.348	0.193	2.531	0.155
2021-01-01T07:00:00	8.093	0.005	33.652	0.002	0.527	0.044	91.180	0.200	3.119	0.144
2021-01-01T08:00:00	8.101	0.004	33.637	0.002	0.526	0.051	90.975	0.179	2.625	0.144
2021-01-01T09:00:00	8.097	0.004	33.632	0.002	0.527	0.048	90.951	0.178	2.777	0.173
2021-01-01T10:00:00	8.106	0.004	33.635	0.002	0.545	0.056	90.923	0.244	2.534	0.177
2021-01-01T11:00:00	8.099	0.005	33.625	0.002	0.543	0.043	91.015	0.181	2.133	0.169
2021-01-01T12:00:00	8.098	0.005	33.608	0.002	0.541	0.043	90.976	0.181	1.959	0.140
2021-01-01T13:00:00	8.085	0.005	33.606	0.002	0.697	0.053	90.968	0.190	1.959	0.147
2021-01-01T14:00:00	8.082	0.005	33.591	0.002	0.588	0.053	91.223	0.189	2.304	0.146
2021-01-01T15:00:00	8.065	0.005	33.583	0.002	0.602	0.046	91.075	0.172	2.434	0.169
2021-01-01T16:00:00	8.057	0.004	33.595	0.002	0.588	0.057	91.167	0.185	2.353	0.160
2021-01-01T17:00:00	8.063	0.004	33.598	0.002	0.575	0.052	90.941	0.252	2.272	0.130
2021-01-01T18:00:00	8.076	0.005	33.610	0.002	0.569	0.052	90.151	0.235	2.131	0.143
2021-01-01T19:00:00	8.024	0.004	33.600	0.002	0.572	0.053	90.307	0.217	1.599	0.158
2021-01-01T20:00:00	8.055	0.004	33.589	0.002	0.545	0.054	90.208	0.229	2.007	0.167
2021-01-01T21:00:00	8.064	0.005	33.583	0.002	0.544	0.045	90.196	0.211	2.071	0.172
2021-01-01T22:00:00	8.062	0.005	33.577	0.002	0.556	0.049	90.220	0.193	1.713	0.178
2021-01-01T23:00:00	8.056	0.004	33.565	0.002	0.583	0.053	90.188	0.216	1.934	0.194
2021-01-02T00:00:00	8.057	0.004	33.550	0.002	0.579	0.053	90.292	0.193	1.861	0.148
2021-01-02T01:00:00	8.004	0.005	33.570	0.002	0.541	0.046	90.028	0.187	2.032	0.153
2021-01-02T02:00:00	8.021	0.004	33.559	0.002	0.576	0.045	91.301	0.174	2.694	0.169
2021-01-02T03:00:00	8.026	0.004	33.562	0.002	0.627	0.050	91.237	0.233	3.357	0.177
2021-01-02T04:00:00	7.985	0.004	33.569	0.002	0.557	0.044	90.868	0.214	3.028	0.170
2021-01-02T05:00:00	7.968	0.004	33.567	0.002	0.524	0.055	90.667	0.199	2.816	0.147
2021-01-02T06:00:00	7.974	0.005	33.570	0.002	0.520	0.045	90.123	0.207	2.489	0.168
2021-01-02T07:00:00	7.999	0.005	33.572	0.002	0.534	0.047	89.789	0.224	2.446	0.158
2021-01-02T08:00:00	8.011	0.005	33.570	0.002	0.522	0.046	90.050	0.189	2.301	0.187
2021-01-02T09:00:00	8.004	0.005	33.566	0.002	0.521	0.048	90.072	0.204	2.821	0.189
2021-01-02T10:00:00	8.010	0.005	33.572	0.002	0.535	0.054	90.137	0.180	2.929	0.162
2021-01-02T11:00:00	8.036	0.004	33.600	0.002	0.577	0.046	90.122	0.187	3.512	0.153
2021-01-02T12:00:00	8.030	0.004	33.603	0.002	0.586	0.055	90.319	0.215	2.479	0.174
2021-01-02T13:00:00	8.026	0.004	33.602	0.002	0.584	0.052	90.334	0.162	2.339	0.168
2021-01-02T14:00:00	7.998	0.004	33.578	0.002	0.701	0.060	90.471	0.209	2.876	0.151
2021-01-02T15:00:00	8.013	0.005	33.515	0.002	0.798	0.040	91.268	0.194	3.548	0.160
2021-01-02T16:00:00	7.982	0.004	33.542	0.002	0.596	0.052	91.338	0.243	2.941	0.164
2021-01-02T17:00:00	7.976	0.004	33.547	0.002	0.578	0.038	91.234	0.167	2.658	0.160
2021-01-02T18:00:00	7.974	0.005	33.550	0.002	0.581	0.046	91.291	0.224	2.664	0.153
2021-01-02T19:00:00	7.956	0.005	33.550	0.002	0.560	0.050	91.053	0.243	2.595	0.164
2021-01-02T20:00:00	7.953	0.004	33.556	0.002	0.537	0.048	90.069	0.199	2.289	0.147
2021-01-02T21:00:00	7.949	0.004	33.554	0.002	0.505	0.047	90.009	0.157	2.323	0.143
2021-01-02T22:00:00	7.967	0.004	33.558	0.002	0.538	0.063	89.962	0.215	2.627	0.162
2021-01-02T23:00:00	7.978	0.005	33.580	0.002	1.943	0.041	89.968	0.169	2.711	0.167
2021-01-03T00:00:00	7.969	0.004	33.573	0.002	0.978	0.052	90.251	0.182	2.086	0.132
2021-01-03T01:00:00	7.959	0.005	33.570	0.002	0.571	0.045	90.524	0.191		
2021-01-03T02:00:00	7.923	0.004	33.576	0.002	0.533	0.049	90.995	0.194		
2021-01-03T03:00:00	7.918	0.005	33.521	0.002	0.653	0.052	91.588	0.203	3.459	0.190
2021-01-03T04:00:00	7.893	0.005	33.561	0.002	0.649	0.055	91.456	0.184	3.178	0.174
2021-01-03T05:00:00	7.864	0.004	33.558	0.002	0.602	0.043	91.455	0.207	3.298	0.162
2021-01-03T06:00:00	7.847	0.004	33.550	0.002	0.579	0.049	91.462	0.187	2.980	0.167
2021-01-03T07:00:00	7.822	0.005	33.546	0.002	0.552	0.042	91.583	0.192	2.719	0.153
2021-01-03T08:00:00	7.808	0.004	33.547	0.002	0.537	0.044	91.648	0.209	2.382	0.163
2021-01-03T09:00:00	7.827	0.004	33.540	0.002	0.515	0.053	91.322	0.198	2.200	0.147
2021-01-03T10:00:00	7.831	0.005	33.526	0.002	0.491	0.050	90.308	0.236	2.468	0.150
2021-01-03T11:00:00	7.820	0.004	33.529	0.002	0.512	0.057	90.347	0.221	2.438	0.169
2021-01-03T12:00:00	7.828	0.003	33.556	0.002	0.528	0.049	90.366	0.186	2.422	0.158
2021-01-03T13:00:00	7.812	0.004	33.554	0.002	0.532	0.049	90.383	0.195	2.501	0.190
2021-01-03T14:00:00	7.785	0.004	33.589	0.002	0.541	0.046	90.518	0.211	2.413	0.192
2021-01-03T15:00:00	7.721	0.005	33.606	0.002	0.579	0.048	91.981	0.224	3.083	0.162
2021-01-03T16:00:00	7.753	0.004	33.502	0.002	0.677	0.046	91.324	0.199	3.410	0.152
2021-01-03T17:00:00	7.746	0.004	33.538	0.002	0.575	0.047	90.927	0.229	2.648	0.154
2021-01-03T18:00:00	7.719	0.004	33.545	0.002	0.573	0.051	90.943	0.194	2.685	0.154
2021-01-03T19:00:00	7.692	0.005	33.546	0.002	0.565	0.055	90.935	0.204	2.742	0.194
2021-01-03T20:00:00	7.660	0.005	33.547	0.002	0.561	0.042	91.045	0.198	2.793	0.182
2021-01-03T21:00:00	7.662	0.005	33.532	0.002	0.855	0.048	91.205	0.210	2.840	0.159
2021-01-03T22:00:00	7.659	0.004	33.509	0.002	0.560	0.050	91.476	0.228	3.042	0.160
2021-01-03T23:00:00	7.624	0.005	33.517	0.002	0.556	0.052	91.550	0.209	3.360	0.189
2021-01-04T00:00:00	7.581	0.005	33.539	0.002	0.545	0.053	91.570	0.171	3.865	0.178
2021-01-04T01:00:00	7.563	0.005	33.540	0.002	0.544	0.057	91.683	0.179	3.998	0.143
2021-01-04T02:00:00	7.513	0.005	33.545	0.002	0.579	0.048	92.275	0.190	4.754	0.155
2021-01-04T03:00:00	7.498	0.004	33.522	0.002	0.568	0.044	91.917	0.198	4.588	0.159
2021-01-04T04:00:00	7.609	0.004	33.482	0.002	0.578	0.056	91.763	0.200	4.379	0.188
2021-01-04T05:00:00	7.612	0.004	33.502	0.002	0.554	0.050	91.842	0.227	3.260	0.138
2021-01-04T06:00:00	7.550	0.005	33.533	0.002	0.554	0.042	92.004	0.201	2.943	0.189
2021-01-04T07:00:00	7.509	0.004	33.531	0.002	0.531	0.002	91.755	0.087	2.824	0.133
2021-01-04T08:00:00	7.483	0.005	33.532	0.002	0.552	0.051	91.789	0.188	2.758	0.128
2021-01-04T09:00:00	7.404	0.004	33.516	0.002	0.554	0.043	91.807	0.198	3.083	0.130
2021-01-04T10:00:00	7.499	0.005	33.505	0.002	0.565	0.046	92.018	0.203		
2021-01-04T11:00:00	7.518	0.005	33.512	0.002	0.559	0.044	92.205	0.210		
2021-01-04T12:00:00	7.427	0.005	33.534	0.002	0.550	0.046	92.212	0.188		
2021-01-04T13:00:00	7.381	0.004	33.537	0.002	0.555	0.063	92.294	0.085		
2021-01-04T14:00:00	7.390	0.005	33.534	0.002						
2021-01-04T15:00:00	7.399	0.004	33.528	0.002						
2021-01-04T16:00:00	7.399	0.005	33.519	0.002						
2021-01-04T17:00:00	7.448	0.006	33.530	0.002						
2021-01-04T18:00:00	7.334	0.004	33.530	0.002						
2021-01-04T19:00:00	7.271	0.003	33.532	0.002						
2021-01-04T20:00:00	7.250	0.005	33.534	0.002						
2021-01-04T21:00:00	7.228	0.006	33.534	0.002						
2021-01-04T22:00:00	7.296	0.004	33.539	0.002						
2021-01-04T23:00:00	7.282	0.005	33.534	0.002						
2021-01-05T00:00:00	7.267	0.004	33.522	0.002						
2021-01-05T01:00:00	7.268	0.004	33.522	0.002						
2021-01-05T02:00:00	7.262	0.005	33.521	0.002						
2021-01-05T03:00:00	7.194	0.005	33.528	0.002						
2021-01-05T04:00:00	7.188	0.004	33.538	0.002						
2021-01-05T05:00:00	7.387	0.005	33.546	0.002						
2021-01-05T06:00:00	7.253	0.004	33.539	0.002						
2021-01-05T07:00:00	7.214	0.004	33.537	0.002						
2021-01-05T08:00:00	7.208	0.005	33.536	0.002						
2021-01-05T09:00:00	7.157	0.006	33.538	0.002	0.570	0.074	91.861	0.275		
2021-01-05T10:00:00	7.162	0.005	33.545	0.003	0.555	0.058	91.722	0.208	3.312	0.174
2021-01-05T11:00:00	7.250	0.005	33.545	0.002	0.543	0.050	91.737	0.212	3.173	0.160
2021-01-05T12:00:00	7.255	0.004	33.546	0.002	0.537	0.053	91.664	0.218	3.154	0.140
2021-01-05T13:00:00	7.164	0.004	33.543	0.002	0.524	0.047	91.673	0.245	3.473	0.145
