*****  Spatial averaging of a parameter (output of avg_area.pro)  *****
parameter:                        chla
area name :                       
latitudinal range :                54.18    54.18
longitudinal range:                 7.87     7.87
no smoothing average applied
no mask applied
no values excluded
number of time steps (files):    1125
first data file:                  helgo4_cmems-l4-gapfree_chla_R2022.0_1d_20200101_20200101.gz
last  data file:                  helgo4_cmems-l4-gapfree_chla_R2022.0_1d_20230831_20230831.gz

   year1 m1 d1   year2 m2 d2      nobs  average     std     min     max   
    2022  2 14    2022  2 14         1    1.660     NaN    1.66    1.66
    2022  2 15    2022  2 15         1    1.972     NaN    1.97    1.97
    2022  2 16    2022  2 16         1    2.113     NaN    2.11    2.11
    2022  2 17    2022  2 17         1    2.265     NaN    2.26    2.26
    2022  2 18    2022  2 18         1    3.428     NaN    3.43    3.43
    2022  2 19    2022  2 19         1    3.673     NaN    3.67    3.67
    2022  2 20    2022  2 20         1    3.428     NaN    3.43    3.43
    2022  2 21    2022  2 21         1    3.428     NaN    3.43    3.43
    2022  2 22    2022  2 22         1    2.512     NaN    2.51    2.51
    2022  2 23    2022  2 23         1    2.692     NaN    2.69    2.69
    2022  2 24    2022  2 24         1    2.600     NaN    2.60    2.60
    2022  2 25    2022  2 25         1    3.673     NaN    3.67    3.67
    2022  2 26    2022  2 26         1    2.786     NaN    2.79    2.79
    2022  2 27    2022  2 27         1    2.692     NaN    2.69    2.69
    2022  2 28    2022  2 28         1    2.692     NaN    2.69    2.69
    2022  3  1    2022  3  1         1    2.692     NaN    2.69    2.69
    2022  3  2    2022  3  2         1    2.427     NaN    2.43    2.43
    2022  3  3    2022  3  3         1    2.344     NaN    2.34    2.34
    2022  3  4    2022  3  4         1    2.600     NaN    2.60    2.60
    2022  3  5    2022  3  5         1    2.427     NaN    2.43    2.43
    2022  3  6    2022  3  6         1    2.344     NaN    2.34    2.34
    2022  3  7    2022  3  7         1    2.692     NaN    2.69    2.69
    2022  3  8    2022  3  8         1    2.786     NaN    2.79    2.79
    2022  3  9    2022  3  9         1    2.786     NaN    2.79    2.79
    2022  3 10    2022  3 10         1    2.188     NaN    2.19    2.19
    2022  3 11    2022  3 11         1    2.265     NaN    2.26    2.26
    2022  3 12    2022  3 12         1    2.692     NaN    2.69    2.69
    2022  3 13    2022  3 13         1    2.512     NaN    2.51    2.51
    2022  3 14    2022  3 14         1    2.344     NaN    2.34    2.34
    2022  3 15    2022  3 15         1    2.188     NaN    2.19    2.19
    2022  3 16    2022  3 16         1    2.344     NaN    2.34    2.34
    2022  3 17    2022  3 17         1    1.905     NaN    1.91    1.91
    2022  3 18    2022  3 18         1    2.113     NaN    2.11    2.11
    2022  3 19    2022  3 19         1    2.600     NaN    2.60    2.60
    2022  3 20    2022  3 20         1    2.344     NaN    2.34    2.34
    2022  3 21    2022  3 21         1    2.113     NaN    2.11    2.11
    2022  3 22    2022  3 22         1    2.113     NaN    2.11    2.11
    2022  3 23    2022  3 23         1    2.265     NaN    2.26    2.26
    2022  3 24    2022  3 24         1    2.265     NaN    2.26    2.26
    2022  3 25    2022  3 25         1    1.905     NaN    1.91    1.91
    2022  3 26    2022  3 26         1    2.344     NaN    2.34    2.34
    2022  3 27    2022  3 27         1    2.344     NaN    2.34    2.34
    2022  3 28    2022  3 28         1    2.344     NaN    2.34    2.34
    2022  3 29    2022  3 29         1    3.199     NaN    3.20    3.20
    2022  3 30    2022  3 30         1    3.199     NaN    3.20    3.20
    2022  3 31    2022  3 31         1    3.199     NaN    3.20    3.20
    2022  4  1    2022  4  1         1    2.786     NaN    2.79    2.79
    2022  4  2    2022  4  2         1    2.786     NaN    2.79    2.79
    2022  4  3    2022  4  3         1    3.199     NaN    3.20    3.20
    2022  4  4    2022  4  4         1    3.199     NaN    3.20    3.20
    2022  4  5    2022  4  5         1    3.199     NaN    3.20    3.20
    2022  4  6    2022  4  6         1    3.199     NaN    3.20    3.20
    2022  4  7    2022  4  7         1    3.199     NaN    3.20    3.20
    2022  4  8    2022  4  8         1    2.600     NaN    2.60    2.60
    2022  4  9    2022  4  9         1    3.311     NaN    3.31    3.31
    2022  4 10    2022  4 10         1    3.802     NaN    3.80    3.80
    2022  4 11    2022  4 11         1    3.199     NaN    3.20    3.20
    2022  4 12    2022  4 12         1    3.199     NaN    3.20    3.20
    2022  4 13    2022  4 13         1    3.199     NaN    3.20    3.20
    2022  4 14    2022  4 14         1    2.985     NaN    2.99    2.99
    2022  4 15    2022  4 15         1    2.884     NaN    2.88    2.88
    2022  4 16    2022  4 16         1    3.428     NaN    3.43    3.43
    2022  4 17    2022  4 17         1    3.802     NaN    3.80    3.80
    2022  4 18    2022  4 18         1    3.428     NaN    3.43    3.43
    2022  4 19    2022  4 19         1    3.090     NaN    3.09    3.09
    2022  4 20    2022  4 20         1    2.786     NaN    2.79    2.79
    2022  4 21    2022  4 21         1    3.090     NaN    3.09    3.09
    2022  4 22    2022  4 22         1    3.311     NaN    3.31    3.31
    2022  4 23    2022  4 23         1    3.548     NaN    3.55    3.55
    2022  4 24    2022  4 24         1    3.548     NaN    3.55    3.55
    2022  4 25    2022  4 25         1    3.311     NaN    3.31    3.31
    2022  4 26    2022  4 26         1    3.936     NaN    3.94    3.94
    2022  4 27    2022  4 27         1    3.090     NaN    3.09    3.09
    2022  4 28    2022  4 28         1    4.365     NaN    4.37    4.37
    2022  4 29    2022  4 29         1    4.677     NaN    4.68    4.68
    2022  4 30    2022  4 30         1    4.519     NaN    4.52    4.52
    2022  5  1    2022  5  1         1    3.548     NaN    3.55    3.55
    2022  5  2    2022  5  2         1    3.936     NaN    3.94    3.94
    2022  5  3    2022  5  3         1    3.802     NaN    3.80    3.80
    2022  5  4    2022  5  4         1    3.936     NaN    3.94    3.94
    2022  5  5    2022  5  5         1    3.548     NaN    3.55    3.55
    2022  5  6    2022  5  6         1    4.074     NaN    4.07    4.07
    2022  5  7    2022  5  7         1    3.936     NaN    3.94    3.94
    2022  5  8    2022  5  8         1    4.842     NaN    4.84    4.84
    2022  5  9    2022  5  9         1    4.074     NaN    4.07    4.07
    2022  5 10    2022  5 10         1    4.074     NaN    4.07    4.07
    2022  5 11    2022  5 11         1    2.786     NaN    2.79    2.79
    2022  5 12    2022  5 12         1    4.365     NaN    4.37    4.37
    2022  5 13    2022  5 13         1    2.042     NaN    2.04    2.04
    2022  5 14    2022  5 14         1    3.311     NaN    3.31    3.31
    2022  5 15    2022  5 15         1    4.677     NaN    4.68    4.68
    2022  5 16    2022  5 16         1    3.090     NaN    3.09    3.09
    2022  5 17    2022  5 17         1    3.199     NaN    3.20    3.20
    2022  5 18    2022  5 18         1    2.042     NaN    2.04    2.04
    2022  5 19    2022  5 19         1    2.042     NaN    2.04    2.04
    2022  5 20    2022  5 20         1    2.042     NaN    2.04    2.04
    2022  5 21    2022  5 21         1    2.188     NaN    2.19    2.19
    2022  5 22    2022  5 22         1    2.985     NaN    2.99    2.99
    2022  5 23    2022  5 23         1    3.936     NaN    3.94    3.94
    2022  5 24    2022  5 24         1    3.311     NaN    3.31    3.31
    2022  5 25    2022  5 25         1    3.311     NaN    3.31    3.31
    2022  5 26    2022  5 26         1    3.090     NaN    3.09    3.09
    2022  5 27    2022  5 27         1    3.428     NaN    3.43    3.43
    2022  5 28    2022  5 28         1    5.559     NaN    5.56    5.56
    2022  5 29    2022  5 29         1    5.754     NaN    5.75    5.75
    2022  5 30    2022  5 30         1    4.519     NaN    4.52    4.52
    2022  5 31    2022  5 31         1    5.370     NaN    5.37    5.37
    2023  1  1    2023  1  1         1    2.512     NaN    2.51    2.51
    2023  1  2    2023  1  2         1    2.512     NaN    2.51    2.51
    2023  1  3    2023  1  3         1    1.905     NaN    1.91    1.91
    2023  1  4    2023  1  4         1    2.265     NaN    2.26    2.26
    2023  1  5    2023  1  5         1    1.496     NaN    1.50    1.50
    2023  1  6    2023  1  6         1    1.905     NaN    1.91    1.91
    2023  1  7    2023  1  7         1    1.905     NaN    1.91    1.91
    2023  1  8    2023  1  8         1    2.265     NaN    2.26    2.26
    2023  1  9    2023  1  9         1    1.778     NaN    1.78    1.78
    2023  1 10    2023  1 10         1    1.660     NaN    1.66    1.66
    2023  1 11    2023  1 11         1    2.188     NaN    2.19    2.19
    2023  1 12    2023  1 12         1    1.660     NaN    1.66    1.66
    2023  1 13    2023  1 13         1    1.718     NaN    1.72    1.72
    2023  1 14    2023  1 14         1    2.265     NaN    2.26    2.26
    2023  1 15    2023  1 15         1    2.427     NaN    2.43    2.43
    2023  1 16    2023  1 16         1    2.512     NaN    2.51    2.51
    2023  1 17    2023  1 17         1    5.370     NaN    5.37    5.37
    2023  1 18    2023  1 18         1    1.905     NaN    1.91    1.91
    2023  1 19    2023  1 19         1    3.199     NaN    3.20    3.20
    2023  1 20    2023  1 20         1    3.311     NaN    3.31    3.31
    2023  1 21    2023  1 21         1    2.344     NaN    2.34    2.34
    2023  1 22    2023  1 22         1    2.042     NaN    2.04    2.04
    2023  1 23    2023  1 23         1    2.042     NaN    2.04    2.04
    2023  1 24    2023  1 24         1    2.600     NaN    2.60    2.60
    2023  1 25    2023  1 25         1    3.199     NaN    3.20    3.20
    2023  1 26    2023  1 26         1    3.199     NaN    3.20    3.20
    2023  1 27    2023  1 27         1    3.199     NaN    3.20    3.20
    2023  1 28    2023  1 28         1    3.548     NaN    3.55    3.55
    2023  1 29    2023  1 29         1    5.754     NaN    5.75    5.75
    2023  1 30    2023  1 30         1    4.217     NaN    4.22    4.22
    2023  1 31    2023  1 31         1    1.718     NaN    1.72    1.72
    2023  2  1    2023  2  1         1    2.265     NaN    2.26    2.26
    2023  2  2    2023  2  2         1    4.365     NaN    4.37    4.37
    2023  2  3    2023  2  3         1    4.677     NaN    4.68    4.68
    2023  2  4    2023  2  4         1    3.311     NaN    3.31    3.31
    2023  2  5    2023  2  5         1    2.265     NaN    2.26    2.26
    2023  2  6    2023  2  6         1    3.199     NaN    3.20    3.20
    2023  2  7    2023  2  7         1    2.344     NaN    2.34    2.34
    2023  2  8    2023  2  8         1    2.692     NaN    2.69    2.69
    2023  2  9    2023  2  9         1    2.692     NaN    2.69    2.69
    2023  2 10    2023  2 10         1    1.905     NaN    1.91    1.91
    2023  2 11    2023  2 11         1    1.603     NaN    1.60    1.60
    2023  2 12    2023  2 12         1    1.660     NaN    1.66    1.66
    2023  2 13    2023  2 13         1    2.427     NaN    2.43    2.43
    2023  2 14    2023  2 14         1    2.427     NaN    2.43    2.43
    2023  2 15    2023  2 15         1    1.905     NaN    1.91    1.91
    2023  2 16    2023  2 16         1    1.905     NaN    1.91    1.91
    2023  2 17    2023  2 17         1    1.905     NaN    1.91    1.91
    2023  2 18    2023  2 18         1    3.090     NaN    3.09    3.09
    2023  2 19    2023  2 19         1    3.090     NaN    3.09    3.09
    2023  2 20    2023  2 20         1    2.985     NaN    2.99    2.99
    2023  2 21    2023  2 21         1    2.786     NaN    2.79    2.79
    2023  2 22    2023  2 22         1    3.090     NaN    3.09    3.09
    2023  2 23    2023  2 23         1    2.692     NaN    2.69    2.69
    2023  2 24    2023  2 24         1    2.692     NaN    2.69    2.69
    2023  2 25    2023  2 25         1    2.985     NaN    2.99    2.99
    2023  2 26    2023  2 26         1    2.786     NaN    2.79    2.79
    2023  2 27    2023  2 27         1    3.090     NaN    3.09    3.09
    2023  2 28    2023  2 28         1    3.428     NaN    3.43    3.43
    2023  3  1    2023  3  1         1    2.600     NaN    2.60    2.60
    2023  3  2    2023  3  2         1    2.692     NaN    2.69    2.69
    2023  3  3    2023  3  3         1    2.600     NaN    2.60    2.60
    2023  3  4    2023  3  4         1    3.199     NaN    3.20    3.20
    2023  3  5    2023  3  5         1    3.936     NaN    3.94    3.94
    2023  3  6    2023  3  6         1    3.428     NaN    3.43    3.43
    2023  3  7    2023  3  7         1    3.090     NaN    3.09    3.09
    2023  3  8    2023  3  8         1    3.673     NaN    3.67    3.67
    2023  3  9    2023  3  9         1    3.428     NaN    3.43    3.43
    2023  3 10    2023  3 10         1    3.311     NaN    3.31    3.31
    2023  3 11    2023  3 11         1    3.090     NaN    3.09    3.09
    2023  3 12    2023  3 12         1    3.090     NaN    3.09    3.09
    2023  3 13    2023  3 13         1    2.600     NaN    2.60    2.60
    2023  3 14    2023  3 14         1    2.786     NaN    2.79    2.79
    2023  3 15    2023  3 15         1    2.786     NaN    2.79    2.79
    2023  3 16    2023  3 16         1    2.786     NaN    2.79    2.79
    2023  3 17    2023  3 17         1    2.985     NaN    2.99    2.99
    2023  3 18    2023  3 18         1    3.090     NaN    3.09    3.09
    2023  3 19    2023  3 19         1    1.905     NaN    1.91    1.91
    2023  3 20    2023  3 20         1    1.905     NaN    1.91    1.91
    2023  3 21    2023  3 21         1    1.905     NaN    1.91    1.91
    2023  3 22    2023  3 22         1    2.042     NaN    2.04    2.04
    2023  3 23    2023  3 23         1    2.042     NaN    2.04    2.04
    2023  3 24    2023  3 24         1    2.600     NaN    2.60    2.60
    2023  3 25    2023  3 25         1    1.972     NaN    1.97    1.97
    2023  3 26    2023  3 26         1    2.884     NaN    2.88    2.88
    2023  3 27    2023  3 27         1    3.311     NaN    3.31    3.31
    2023  3 28    2023  3 28         1    3.673     NaN    3.67    3.67
    2023  3 29    2023  3 29         1    3.673     NaN    3.67    3.67
    2023  3 30    2023  3 30         1    3.673     NaN    3.67    3.67
    2023  3 31    2023  3 31         1    2.344     NaN    2.34    2.34
    2023  4  1    2023  4  1         1    2.344     NaN    2.34    2.34
    2023  4  2    2023  4  2         1    2.344     NaN    2.34    2.34
    2023  4  3    2023  4  3         1    2.786     NaN    2.79    2.79
    2023  4  4    2023  4  4         1    2.692     NaN    2.69    2.69
    2023  4  5    2023  4  5         1    3.936     NaN    3.94    3.94
    2023  4  6    2023  4  6         1    3.311     NaN    3.31    3.31
    2023  4  7    2023  4  7         1    3.936     NaN    3.94    3.94
    2023  4  8    2023  4  8         1    2.786     NaN    2.79    2.79
    2023  4  9    2023  4  9         1    2.985     NaN    2.99    2.99
    2023  4 10    2023  4 10         1    2.985     NaN    2.99    2.99
    2023  4 11    2023  4 11         1    2.884     NaN    2.88    2.88
    2023  4 12    2023  4 12         1    2.985     NaN    2.99    2.99
    2023  4 13    2023  4 13         1    3.936     NaN    3.94    3.94
    2023  4 14    2023  4 14         1    3.090     NaN    3.09    3.09
    2023  4 15    2023  4 15         1    3.090     NaN    3.09    3.09
    2023  4 16    2023  4 16         1    2.265     NaN    2.26    2.26
    2023  4 17    2023  4 17         1    1.603     NaN    1.60    1.60
    2023  4 18    2023  4 18         1    2.188     NaN    2.19    2.19
    2023  4 19    2023  4 19         1    2.113     NaN    2.11    2.11
    2023  4 20    2023  4 20         1    1.718     NaN    1.72    1.72
    2023  4 21    2023  4 21         1    1.841     NaN    1.84    1.84
    2023  4 22    2023  4 22         1    1.496     NaN    1.50    1.50
    2023  4 23    2023  4 23         1    1.549     NaN    1.55    1.55
    2023  4 24    2023  4 24         1    1.549     NaN    1.55    1.55
    2023  4 25    2023  4 25         1    2.344     NaN    2.34    2.34
    2023  4 26    2023  4 26         1    3.428     NaN    3.43    3.43
    2023  4 27    2023  4 27         1    2.985     NaN    2.99    2.99
    2023  4 28    2023  4 28         1    2.985     NaN    2.99    2.99
    2023  4 29    2023  4 29         1    2.985     NaN    2.99    2.99
    2023  4 30    2023  4 30         1    4.074     NaN    4.07    4.07
    2023  5  1    2023  5  1         1    3.673     NaN    3.67    3.67
    2023  5  2    2023  5  2         1    2.786     NaN    2.79    2.79
    2023  5  3    2023  5  3         1    2.600     NaN    2.60    2.60
    2023  5  4    2023  5  4         1    4.217     NaN    4.22    4.22
    2023  5  5    2023  5  5         1    3.802     NaN    3.80    3.80
    2023  5  6    2023  5  6         1    2.344     NaN    2.34    2.34
    2023  5  7    2023  5  7         1    2.344     NaN    2.34    2.34
    2023  5  8    2023  5  8         1    3.428     NaN    3.43    3.43
    2023  5  9    2023  5  9         1    3.428     NaN    3.43    3.43
    2023  5 10    2023  5 10         1    3.428     NaN    3.43    3.43
    2023  5 11    2023  5 11         1    6.383     NaN    6.38    6.38
    2023  5 12    2023  5 12         1    6.383     NaN    6.38    6.38
    2023  5 13    2023  5 13         1   10.000     NaN   10.00   10.00
    2023  5 14    2023  5 14         1    6.839     NaN    6.84    6.84
    2023  5 15    2023  5 15         1    3.548     NaN    3.55    3.55
    2023  5 16    2023  5 16         1    7.079     NaN    7.08    7.08
    2023  5 17    2023  5 17         1    6.383     NaN    6.38    6.38
    2023  5 18    2023  5 18         1    9.661     NaN    9.66    9.66
    2023  5 19    2023  5 19         1   13.646     NaN   13.65   13.65
    2023  5 20    2023  5 20         1    9.333     NaN    9.33    9.33
    2023  5 21    2023  5 21         1    8.128     NaN    8.13    8.13
    2023  5 22    2023  5 22         1    7.586     NaN    7.59    7.59
    2023  5 23    2023  5 23         1    9.016     NaN    9.02    9.02
    2023  5 24    2023  5 24         1   10.351     NaN   10.35   10.35
    2023  5 25    2023  5 25         1   19.275     NaN   19.28   19.28
    2023  5 26    2023  5 26         1   16.218     NaN   16.22   16.22
    2023  5 27    2023  5 27         1   14.622     NaN   14.62   14.62
    2023  5 28    2023  5 28         1    7.328     NaN    7.33    7.33
    2023  5 29    2023  5 29         1   16.218     NaN   16.22   16.22
    2023  5 30    2023  5 30         1    4.519     NaN    4.52    4.52
    2023  5 31    2023  5 31         1    8.710     NaN    8.71    8.71
    2023  6  1    2023  6  1         1   10.351     NaN   10.35   10.35
    2023  6  2    2023  6  2         1    9.661     NaN    9.66    9.66
    2023  6  3    2023  6  3         1   13.183     NaN   13.18   13.18
    2023  6  4    2023  6  4         1    3.802     NaN    3.80    3.80
    2023  6  5    2023  6  5         1    1.972     NaN    1.97    1.97
    2023  6  6    2023  6  6         1    3.199     NaN    3.20    3.20
    2023  6  7    2023  6  7         1    3.090     NaN    3.09    3.09
    2023  6  8    2023  6  8         1    2.985     NaN    2.99    2.99
    2023  6  9    2023  6  9         1    4.074     NaN    4.07    4.07
    2023  6 10    2023  6 10         1    3.673     NaN    3.67    3.67
    2023  6 11    2023  6 11         1    3.548     NaN    3.55    3.55
    2023  6 12    2023  6 12         1    3.311     NaN    3.31    3.31
    2023  6 13    2023  6 13         1    4.365     NaN    4.37    4.37
    2023  6 14    2023  6 14         1    6.166     NaN    6.17    6.17
    2023  6 15    2023  6 15         1    2.692     NaN    2.69    2.69
    2023  6 16    2023  6 16         1    3.090     NaN    3.09    3.09
    2023  6 17    2023  6 17         1    2.884     NaN    2.88    2.88
    2023  6 18    2023  6 18         1    2.692     NaN    2.69    2.69
    2023  6 19    2023  6 19         1    2.344     NaN    2.34    2.34
    2023  6 20    2023  6 20         1    3.548     NaN    3.55    3.55
    2023  6 21    2023  6 21         1    3.936     NaN    3.94    3.94
    2023  6 22    2023  6 22         1    5.559     NaN    5.56    5.56
    2023  6 23    2023  6 23         1    3.311     NaN    3.31    3.31
    2023  6 24    2023  6 24         1    3.311     NaN    3.31    3.31
    2023  6 25    2023  6 25         1    3.090     NaN    3.09    3.09
    2023  6 26    2023  6 26         1    2.884     NaN    2.88    2.88
    2023  6 27    2023  6 27         1    3.428     NaN    3.43    3.43
    2023  6 28    2023  6 28         1    3.548     NaN    3.55    3.55
    2023  6 29    2023  6 29         1    4.074     NaN    4.07    4.07
    2023  6 30    2023  6 30         1    3.936     NaN    3.94    3.94
    2023  7  1    2023  7  1         1    3.548     NaN    3.55    3.55
    2023  7  2    2023  7  2         1    3.548     NaN    3.55    3.55
    2023  7  3    2023  7  3         1    4.217     NaN    4.22    4.22
    2023  7  4    2023  7  4         1    2.985     NaN    2.99    2.99
    2023  7  5    2023  7  5         1    3.936     NaN    3.94    3.94
    2023  7  6    2023  7  6         1    2.786     NaN    2.79    2.79
    2023  7  7    2023  7  7         1    3.199     NaN    3.20    3.20
    2023  7  8    2023  7  8         1    2.512     NaN    2.51    2.51
    2023  7  9    2023  7  9         1    3.199     NaN    3.20    3.20
    2023  7 10    2023  7 10         1    2.600     NaN    2.60    2.60
    2023  7 11    2023  7 11         1    2.188     NaN    2.19    2.19
    2023  7 12    2023  7 12         1    2.344     NaN    2.34    2.34
    2023  7 13    2023  7 13         1    2.985     NaN    2.99    2.99
    2023  7 14    2023  7 14         1    2.265     NaN    2.26    2.26
    2023  7 15    2023  7 15         1    3.090     NaN    3.09    3.09
    2023  7 16    2023  7 16         1    3.936     NaN    3.94    3.94
    2023  7 17    2023  7 17         1    4.074     NaN    4.07    4.07
    2023  7 18    2023  7 18         1    3.673     NaN    3.67    3.67
    2023  7 19    2023  7 19         1    3.090     NaN    3.09    3.09
    2023  7 20    2023  7 20         1    3.802     NaN    3.80    3.80
    2023  7 21    2023  7 21         1    3.199     NaN    3.20    3.20
    2023  7 22    2023  7 22         1    3.199     NaN    3.20    3.20
    2023  7 23    2023  7 23         1    2.985     NaN    2.99    2.99
    2023  7 24    2023  7 24         1    2.512     NaN    2.51    2.51
    2023  7 25    2023  7 25         1    2.692     NaN    2.69    2.69
    2023  7 26    2023  7 26         1    2.884     NaN    2.88    2.88
    2023  7 27    2023  7 27         1    2.786     NaN    2.79    2.79
    2023  7 28    2023  7 28         1    2.786     NaN    2.79    2.79
    2023  7 29    2023  7 29         1    3.090     NaN    3.09    3.09
    2023  7 30    2023  7 30         1    2.427     NaN    2.43    2.43
    2023  7 31    2023  7 31         1    1.841     NaN    1.84    1.84
    2023  8  1    2023  8  1         1    2.188     NaN    2.19    2.19
    2023  8  2    2023  8  2         1    2.188     NaN    2.19    2.19
    2023  8  3    2023  8  3         1    2.884     NaN    2.88    2.88
    2023  8  4    2023  8  4         1    3.311     NaN    3.31    3.31
    2023  8  5    2023  8  5         1    4.365     NaN    4.37    4.37
    2023  8  6    2023  8  6         1    4.217     NaN    4.22    4.22
    2023  8  7    2023  8  7         1    2.692     NaN    2.69    2.69
    2023  8  8    2023  8  8         1    3.802     NaN    3.80    3.80
    2023  8  9    2023  8  9         1    3.199     NaN    3.20    3.20
    2023  8 10    2023  8 10         1    4.677     NaN    4.68    4.68
    2023  8 11    2023  8 11         1    5.370     NaN    5.37    5.37
    2023  8 12    2023  8 12         1    5.370     NaN    5.37    5.37
    2023  8 13    2023  8 13         1    3.548     NaN    3.55    3.55
    2023  8 14    2023  8 14         1    4.519     NaN    4.52    4.52
    2023  8 15    2023  8 15         1    3.428     NaN    3.43    3.43
    2023  8 16    2023  8 16         1    4.519     NaN    4.52    4.52
    2023  8 17    2023  8 17         1    2.512     NaN    2.51    2.51
    2023  8 18    2023  8 18         1    2.427     NaN    2.43    2.43
    2023  8 19    2023  8 19         1    5.559     NaN    5.56    5.56
    2023  8 20    2023  8 20         1    5.559     NaN    5.56    5.56
    2023  8 21    2023  8 21         1    4.365     NaN    4.37    4.37
    2023  8 22    2023  8 22         1    3.199     NaN    3.20    3.20
    2023  8 23    2023  8 23         1    3.548     NaN    3.55    3.55
    2023  8 24    2023  8 24         1    3.802     NaN    3.80    3.80
    2023  8 25    2023  8 25         1    1.972     NaN    1.97    1.97
    2023  8 26    2023  8 26         1    4.365     NaN    4.37    4.37
    2023  8 27    2023  8 27         1    4.217     NaN    4.22    4.22
    2023  8 28    2023  8 28         1    3.673     NaN    3.67    3.67
    2023  8 29    2023  8 29         1    3.548     NaN    3.55    3.55
    2023  8 30    2023  8 30         1    4.074     NaN    4.07    4.07
    2023  8 31    2023  8 31         1    4.217     NaN    4.22    4.22
